560 278 -21 450 714 322 -100 697 726 494 87 896 414 859 125 926 487 695 168 848 364 800 258 826 
237 387 -22 492 484 328 223 620 549 298 364 486 185 1136 43 1193 352 622 105 698 225 757 217 772 
12 419 -115 504 419 348 326 460 571 325 461 306 -26 1179 -90 1254 245 571 105 552 205 590 222 551 
101 510 -267 523 438 429 81 528 498 242 143 467 -5 1274 -197 1322 217 638 -17 646 69 773 39 656 
-62 516 -405 547 268 477 -95 613 311 324 -57 564 -152 1285 -343 1340 62 770 -240 838 -49 913 -125 877 
47 558 -377 564 360 520 -200 707 404 346 -119 628 -66 1347 -311 1368 44 1095 -356 1133 -52 1444 -184 1393 
169 304 -302 298 496 508 -230 637 443 348 -89 570 19 1266 -233 1217 73 1223 -298 1145 51 1660 -155 1574 
369 212 -264 210 591 539 -195 580 460 665 -42 551 143 1115 -196 1100 147 817 -206 867 66 1183 -77 1051 
90 334 -465 281 429 614 -378 814 313 569 -327 949 -58 1277 -401 1271 -14 1796 -311 1723 41 2335 -198 2294 
41 435 -452 366 406 564 -316 769 334 459 -253 816 -79 1325 -400 1329 -43 1842 -313 1760 20 2360 -220 2308 
233 409 -384 364 622 542 -292 782 373 466 -251 955 56 1274 -313 1280 33 1859 -248 1815 80 2412 -177 2367 
232 297 -389 293 641 447 -352 771 573 336 -377 1005 57 1244 -305 1263 72 1905 -251 1861 82 2504 -191 2418 
114 357 -429 343 477 643 -324 836 411 576 -281 967 -5 1306 -370 1320 38 1960 -269 1932 86 2541 -180 2492 
